,Trade Name,Generic/Proper Name(s),Active Ingredient(s),DICT _ Concern,Standardized_SMILES,Standardized_InChI,DICTrank,name,Cardiotoxicity,CT label
258,metoprolol succinate,metoprolol succinate,metoprolol tartrate,most,COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3/p+1",1,metoprolol succinate,Heart Damage,bw
259,vimpat,lacosamide,lacosamide,most,COCC(NC(C)=O)C(=O)NCc1ccccc1,"InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)",1,lacosamide,Arrhythmia,wp
260,testosterone cypionate,testosterone cypionate,testosterone cypionate,most,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12,"InChI=1S/C27H40O3/c1-26-15-13-20(28)17-19(26)8-9-21-22-10-11-24(27(22,2)16-14-23(21)26)30-25(29)12-7-18-5-3-4-6-18/h17-18,21-24H,3-16H2,1-2H3",1,testosterone cypionate,NA,NA
261,estradiol,estradiol,estradiol,most,CC12CCC3c4ccc([O-])cc4CCC3C1CCC2O,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/p-1",1,estradiol,Heart Damage,bw
262,toremifene citrate,toremifene citrate,toremifene citrate,most,C[NH+](C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,"InChI=1S/C26H28ClNO/c1-28(2)19-20-29-24-15-13-23(14-16-24)26(22-11-7-4-8-12-22)25(17-18-27)21-9-5-3-6-10-21/h3-16H,17-20H2,1-2H3/p+1",1,toremifene citrate,Arrhythmia,bw
263,januvia,sitagliptin,sitagliptin phosphate,most,[NH3+]C(CC(=O)[NH+]1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,"InChI=1S/C16H15F6N5O/c17-10-6-12(19)11(18)4-8(10)3-9(23)5-14(28)26-1-2-27-13(7-26)24-25-15(27)16(20,21)22/h4,6,9H,1-3,5,7,23H2/p+2",1,sitagliptin,Heart Damage,wp
264,,rofecoxib,rofecoxib,most,CS(=O)(=O)c1ccc(-c2coc([O-])c2-c2ccccc2)cc1,"InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-11,18H,1H3/p-1",1,rofecoxib,Heart Damage,Withdraw
265,progesterone,progesterone,progesterone,most,CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,16-19H,5-12H2,1-3H3",1,progesterone,Heart Damage,bw
266,zolmitriptan,zolmitriptan,zolmitriptan,most,C[NH+](C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,"InChI=1S/C16H21N3O2/c1-19(2)6-5-12-9-17-15-4-3-11(8-14(12)15)7-13-10-21-16(20)18-13/h3-4,8-9,13,17H,5-7,10H2,1-2H3,(H,18,20)/p+1",1,zolmitriptan,Mixed,wp
267,atazanavir,atazanavir,atazanavir sulfate,most,COC(=O)NC(C(=O)[N-]N(Cc1ccc(-c2ccccn2)cc1)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,"InChI=1S/C38H52N6O7/c1-37(2,3)31(41-35(48)50-7)33(46)40-29(22-25-14-10-9-11-15-25)30(45)24-44(43-34(47)32(38(4,5)6)42-36(49)51-8)23-26-17-19-27(20-18-26)28-16-12-13-21-39-28/h9-21,29-32,45H,22-24H2,1-8H3,(H4,40,41,42,43,46,47,48,49)/p-1",1,atazanavir,Arrhythmia,wp
268,tykerb,lapatinib,lapatinib ditosylate,most,CS(=O)(=O)CC[NH2+]Cc1ccc(-c2ccc3[n-]cnc(=Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,"InChI=1S/C29H25ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3/q-1/p+1",1,lapatinib,Mixed,wp
269,orgovyx,relugolix,relugolix,most,CO[N-]C(=O)Nc1ccc(-c2sc3c(c2C[NH+](C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,"InChI=1S/C29H27F2N7O5S/c1-36(2)14-19-24-26(39)38(22-12-13-23(42-3)34-33-22)29(41)37(15-18-20(30)6-5-7-21(18)31)27(24)44-25(19)16-8-10-17(11-9-16)32-28(40)35-43-4/h5-13H,14-15H2,1-4H3,(H2,32,35,40)",1,relugolix,Arrhythmia,wp
270,naproxen sodium,naproxen sodium,naproxen sodium,most,COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/p-1",1,naproxen sodium,Heart Damage,bw
271,levothyroxine sodium,levothyroxine sodium anhydrous,levothyroxine sodium anhydrous,most,[NH3+]C(Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-],"InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/p-1",1,levothyroxine sodium anhydrous,Mixed,wp
272,mekinist,trametinib,trametinib dimethyl sulfoxide,most,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,"InChI=1S/C26H23FIN5O4/c1-13-22-21(23(31(3)24(13)35)30-20-10-7-15(28)11-19(20)27)25(36)33(17-8-9-17)26(37)32(22)18-6-4-5-16(12-18)29-14(2)34/h4-7,10-12,17,30H,8-9H2,1-3H3,(H,29,34)",1,trametinib,Heart Damage,wp
273,nabumetone,nabumetone,nabumetone,most,COc1ccc2cc(CCC(C)=O)ccc2c1,"InChI=1S/C15H16O2/c1-11(16)3-4-12-5-6-14-10-15(17-2)8-7-13(14)9-12/h5-10H,3-4H2,1-2H3",1,nabumetone,Heart Damage,bw
274,jakafi,ruxolitinib,ruxolitinib,most,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,"InChI=1S/C17H18N6/c18-7-5-15(12-3-1-2-4-12)23-10-13(9-22-23)16-14-6-8-19-17(14)21-11-20-16/h6,8-12,15H,1-5H2,(H,19,20,21)",1,ruxolitinib,Heart Damage,wp
275,hypaque sodium,diatrizoate sodium,diatrizoate sodium,most,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,"InChI=1S/C11H9I3N2O4/c1-3(17)15-9-6(12)5(11(19)20)7(13)10(8(9)14)16-4(2)18/h1-2H3,(H,15,17)(H,16,18)(H,19,20)/p-1",1,diatrizoate sodium,Mixed,wp
276,mektovi,binimetinib,binimetinib,most,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)[N-]OCCO)cc21,"InChI=1S/C17H15BrF2N4O3/c1-24-8-21-16-13(24)7-10(17(26)23-27-5-4-25)15(14(16)20)22-12-3-2-9(18)6-11(12)19/h2-3,6-8,25H,4-5H2,1H3,(H2,22,23,26)/p-1",1,binimetinib,Heart Damage,wp
277,enlon,edrophonium chloride,edrophonium chloride,most,CC[N+](C)(C)c1cccc([O-])c1,"InChI=1S/C10H15NO/c1-4-11(2,3)9-6-5-7-10(12)8-9/h5-8H,4H2,1-3H3",1,edrophonium chloride,Arrhythmia,wp
278,caffeine citrate,caffeine citrate,caffeine citrate,most,Cn1c(=O)c2c(ncn2C)n(C)c1=O,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",1,caffeine citrate,Mixed,wp
279,egaten,triclabendazole,triclabendazole,most,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[n-]1,"InChI=1S/C14H8Cl3N2OS/c1-21-14-18-9-5-8(16)12(6-10(9)19-14)20-11-4-2-3-7(15)13(11)17/h2-6H,1H3/q-1",1,triclabendazole,Arrhythmia,wp
280,fexinidazole,fexinidazole,fexinidazole,most,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,"InChI=1S/C12H13N3O3S/c1-14-11(13-7-12(14)15(16)17)8-18-9-3-5-10(19-2)6-4-9/h3-7H,8H2,1-2H3",1,fexinidazole,Arrhythmia,wp
281,terbutaline sulfate,terbutaline sulfate,terbutaline sulfate,most,CC(C)(C)[NH2+]CC(O)c1cc([O-])cc([O-])c1,"InChI=1S/C12H19NO3/c1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8/h4-6,11,13-16H,7H2,1-3H3/p-1",1,terbutaline sulfate,Mixed,bw
282,kisqali,ribociclib,ribociclib succinate,most,C[NH+](C)C(=O)c1cc2c[n-]c(=Nc3ccc(N4CC[NH2+]CC4)cn3)nc2n1C1CCCC1,"InChI=1S/C23H30N8O/c1-29(2)22(32)19-13-16-14-26-23(28-21(16)31(19)17-5-3-4-6-17)27-20-8-7-18(15-25-20)30-11-9-24-10-12-30/h7-8,13-15,17,24H,3-6,9-12H2,1-2H3,(H,25,26,27,28,32)/p+1",1,ribociclib,Arrhythmia,wp
283,yondelis,trabectedin,trabectedin,most,COc1cc2c(cc1[O-])CC[NH2+]C21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)[NH+]1C(O)C3Cc5cc(C)c(OC)c([O-])c5C(C21)[NH+]3C)OCO4,"InChI=1S/C39H43N3O11S/c1-16-9-20-10-22-37(46)42-23-13-50-38(47)39(21-12-25(48-5)24(44)11-19(21)7-8-40-39)14-54-36(30(42)29(41(22)4)26(20)31(45)32(16)49-6)28-27(23)35-34(51-15-52-35)17(2)33(28)53-18(3)43/h9,11-12,22-23,29-30,36-37,40,44-46H,7-8,10,13-15H2,1-6H3/p+1",1,trabectedin,Heart Damage,wp
284,frovatriptan succinate,frovatriptan succinate,frovatriptan succinate,most,C[NH2+]C1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,"InChI=1S/C14H17N3O/c1-16-9-3-5-13-11(7-9)10-6-8(14(15)18)2-4-12(10)17-13/h2,4,6,9,16-17H,3,5,7H2,1H3,(H2,15,18)/p+1",1,frovatriptan succinate,Mixed,wp
285,isturisa,osilodrostat,osilodrostat phosphate,most,N#Cc1ccc(C2CCc3cncn32)c(F)c1,"InChI=1S/C13H10FN3/c14-12-5-9(6-15)1-3-11(12)13-4-2-10-7-16-8-17(10)13/h1,3,5,7-8,13H,2,4H2",1,osilodrostat,Arrhythmia,wp
286,meclofenamate sodium,meclofenamate sodium,meclofenamate sodium,most,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,"InChI=1S/C14H11Cl2NO2/c1-8-6-7-10(15)13(12(8)16)17-11-5-3-2-4-9(11)14(18)19/h2-7,17H,1H3,(H,18,19)/p-1",1,meclofenamate sodium,Heart Damage,bw
287,caprelsa,vandetanib,vandetanib,most,COc1cc2c(=Nc3ccc(Br)cc3F)[n-]cnc2cc1OCC1CC[NH+](C)CC1,"InChI=1S/C22H23BrFN4O2/c1-28-7-5-14(6-8-28)12-30-21-11-19-16(10-20(21)29-2)22(26-13-25-19)27-18-4-3-15(23)9-17(18)24/h3-4,9-11,13-14H,5-8,12H2,1-2H3/q-1/p+1",1,vandetanib,Mixed,bw
288,calcium gluconate,calcium gluconate,calcium gluconate monohydrate,most,O=C(C(O)C(O)O)C(O)C(O)CO,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5-9,11-13H,1H2",1,calcium gluconate,Arrhythmia,wp
289,piroxicam,piroxicam,piroxicam,most,C[NH+]1C(C(=O)N=c2cccc[n-]2)C(=O)c2ccccc2S1(=O)=O,"InChI=1S/C15H13N3O4S/c1-18-13(15(20)17-12-8-4-5-9-16-12)14(19)10-6-2-3-7-11(10)23(18,21)22/h2-9,13H,1H3,(H,16,17,20)",1,piroxicam,Heart Damage,bw
290,indomethacin,indomethacin,indomethacin,most,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)/p-1",1,indomethacin,Mixed,ar
291,disopyramide phosphate,disopyramide phosphate,disopyramide phosphate,most,CC(C)[NH+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,"InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)/p+1",1,disopyramide phosphate,Mixed,wp
292,koselugo,selumetinib,selumetinib,most,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)[N-]OCCO)cc21,"InChI=1S/C17H15BrClFN4O3/c1-24-8-21-16-13(24)7-10(17(26)23-27-5-4-25)15(14(16)20)22-12-3-2-9(18)6-11(12)19/h2-3,6-8,25H,4-5H2,1H3,(H2,22,23,26)/p-1",1,selumetinib,Heart Damage,wp
293,lamivudine,lamivudine,lamivudine,no,N=c1ccn(C2CSC(CO)O2)c(=O)[n-]1,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/p-1",0,lamivudine,,no
294,amikacin sulfate,amikacin sulfate,amikacin sulfate,no,[NH3+]CCC(=O)C(O)[NH2+]C1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C([NH3+])C1O,"InChI=1S/C22H43N5O13/c23-2-1-8(29)20(36)27-7-3-6(25)18(39-22-16(34)15(33)13(31)9(4-24)37-22)17(35)19(7)40-21-14(32)11(26)12(30)10(5-28)38-21/h6-7,9-22,27-28,30-36H,1-5,23-26H2/p+5",0,amikacin sulfate,,no
295,streptomycin,streptomycin,streptomycin sulfate,no,C[NH2+]C1C(OC2C(OC3C(O)C(O)C([NH+]=C(N)N)C(O)C3[NH+]=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,"InChI=1S/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/p+3",0,streptomycin,,no
296,emtricitabine,emtricitabine,emtricitabine,no,N=c1[n-]c(=O)n(C2CSC(CO)O2)cc1F,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/p-1",0,emtricitabine,,no
297,entecavir,entecavir,entecavir,no,C=C1C(CO)C(O)CC1n1cnc2c(=O)[n-]c(=N)[n-]c21,"InChI=1S/C12H14N5O3/c1-5-6(3-18)8(19)2-7(5)17-4-14-9-10(17)15-12(13)16-11(9)20/h4,6-8,18-19H,1-3H2,(H2-,13,15,16,20)/q-1/p-1",0,entecavir,,no
298,tabloid,thioguanine,thioguanine,no,N=c1[n-]c(=S)c2[n-]cnc2[n-]1,"InChI=1S/C5H3N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H2-2,6,7,8,9,10,11)/q-2/p-1",0,thioguanine,,no
299,isoniazid,isoniazid,isoniazid,no,N[N-]C(=O)c1ccncc1,"InChI=1S/C6H7N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,(H3,7,8,9,10)/p-1",0,isoniazid,,no
300,zontivity,vorapaxar,vorapaxar sulfate,no,CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)cn1,"InChI=1S/C29H33FN2O4/c1-3-35-29(34)32-23-10-11-24-20(14-23)15-26-27(17(2)36-28(26)33)25(24)12-9-22-8-7-19(16-31-22)18-5-4-6-21(30)13-18/h4-9,12-13,16-17,20,23-27H,3,10-11,14-15H2,1-2H3,(H,32,34)",0,vorapaxar,,CLINICAL PHARMACOLOGY
301,cefixime,cefixime,cefixime,no,C=CC1=C(C(=O)[O-])[NH+]2C(=O)C(=NC(=O)C([NH2+]OCC(=O)[O-])c3csc(=N)[n-]3)C2SC1,"InChI=1S/C16H15N5O7S2/c1-2-6-4-29-14-10(13(25)21(14)11(6)15(26)27)19-12(24)9(20-28-3-8(22)23)7-5-30-16(17)18-7/h2,5,9,14,20H,1,3-4H2,(H4,17,18,22,23,26,27)/p-1",0,cefixime,,no
302,promacta,eltrombopag olamine,eltrombopag olamine,no,Cc1ccc(-n2[n-]c(C)c(N=Nc3cccc(-c4cccc(C(=O)[O-])c4)c3[O-])c2=O)cc1C,"InChI=1S/C25H22N4O4/c1-14-10-11-19(12-15(14)2)29-24(31)22(16(3)28-29)27-26-21-9-5-8-20(23(21)30)17-6-4-7-18(13-17)25(32)33/h4-13H,1-3H3,(H3,26,27,28,30,31,32,33)/p-3",0,eltrombopag olamine,,CLINICAL PHARMACOLOGY
303,folic acid,folic acid,folic acid,no,N=c1[n-]c(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)cnc2[n-]1,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12H,5-7H2,(H7,20,21,22,24,25,26,27,28,29,30,31,32)/p-4",0,folic acid,,no
304,khapzory,levoleucovorin,levoleucovorin disodium,no,N=c1[n-]c2c(c(=O)[n-]1)[NH+](C=O)C(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2,"InChI=1S/C20H23N7O7/c21-20-25-16-15(18(32)26-20)27(9-28)12(8-23-16)7-22-11-3-1-10(2-4-11)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,12-13H,5-8H2,(H8,21,22,23,24,25,26,29,30,31,32,33,34)/p-3",0,levoleucovorin,,no
305,dalfampridine,dalfampridine,dalfampridine,no,N=c1cc[n-]cc1,"InChI=1S/C5H5N2/c6-5-1-3-7-4-2-5/h1-4H,(H-,6,7)/q-1",0,dalfampridine,,CLINICAL PHARMACOLOGY
306,lynparza,olaparib,olaparib,no,O=C(c1cc(Cc2n[n-]c(=O)c3ccccc23)ccc1F)[NH+]1CC[NH+](C(=O)C2CC2)CC1,"InChI=1S/C24H23FN4O3/c25-20-8-5-15(14-21-17-3-1-2-4-18(17)22(30)27-26-21)13-19(20)24(32)29-11-9-28(10-12-29)23(31)16-6-7-16/h1-5,8,13,16H,6-7,9-12,14H2,(H,27,30)/p+1",0,olaparib,,no
307,cefadroxil,cefadroxil hemihydrate,cefadroxil hemihydrate,no,CC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)C([NH3+])c3ccc([O-])cc3)C2SC1,"InChI=1S/C16H17N3O5S/c1-7-6-25-15-11(14(22)19(15)12(7)16(23)24)18-13(21)10(17)8-2-4-9(20)5-3-8/h2-5,10-11,15,20H,6,17H2,1H3,(H,18,21)(H,23,24)",0,cefadroxil hemihydrate,,no
308,pranactin-citric,urea c-13,urea c-13,no,NC(N)=O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",0,urea c-13,,no
309,sucralfate,sucralfate,sucralfate,no,O=S(=O)([O-])OCC1OC(OC2(COS(=O)(=O)[O-])OC(COS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C2OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-],"InChI=1S/C12H22O35S8/c13-48(14,15)37-1-4-6(43-51(22,23)24)8(45-53(28,29)30)9(46-54(31,32)33)11(40-4)42-12(3-39-50(19,20)21)10(47-55(34,35)36)7(44-52(25,26)27)5(41-12)2-38-49(16,17)18/h4-11H,1-3H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)(H,25,26,27)(H,28,29,30)(H,31,32,33)(H,34,35,36)/p-8",0,sucralfate,NA,NA
310,neutrexin,trimetrexate glucuronate,trimetrexate glucuronate,no,COc1cc(NCc2ccc3[n-]c(=N)[n-]c(=N)c3c2C)cc(OC)c1OC,"InChI=1S/C19H21N5O3/c1-10-11(5-6-13-16(10)18(20)24-19(21)23-13)9-22-12-7-14(25-2)17(27-4)15(8-12)26-3/h5-8,22H,9H2,1-4H3,(H2-2,20,21,23,24)/q-2",0,trimetrexate glucuronate,,no
311,fluorodopa f18,fluorodopa f18,fluorodopa f-18,no,[NH3+]C(Cc1cc([O-])c([O-])cc1F)C(=O)[O-],"InChI=1S/C9H10FNO4/c10-5-3-8(13)7(12)2-4(5)1-6(11)9(14)15/h2-3,6,12-13H,1,11H2,(H,14,15)/p-2",0,fluorodopa f18,,no
312,pylarify,piflufolastat f-18,piflufolastat f-18,no,O=C([O-])CCC(NC(=O)NC(CCCCNC(=O)c1ccc(F)nc1)C(=O)[O-])C(=O)[O-],"InChI=1S/C18H23FN4O8/c19-13-6-4-10(9-21-13)15(26)20-8-2-1-3-11(16(27)28)22-18(31)23-12(17(29)30)5-7-14(24)25/h4,6,9,11-12H,1-3,5,7-8H2,(H,20,26)(H,24,25)(H,27,28)(H,29,30)(H2,22,23,31)/p-3",0,piflufolastat f-18,,no
313,hydroxyurea,hydroxyurea,hydroxyurea,no,NC(O)=[NH+]O,"InChI=1S/CH4N2O2/c2-1(4)3-5/h5H,(H3,2,3,4)/p+1",0,hydroxyurea,,no
314,ezetimibe,ezetimibe,ezetimibe,no,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc([O-])cc2)[NH+]1c1ccc(F)cc1,"InChI=1S/C24H21F2NO3/c25-17-5-1-15(2-6-17)22(29)14-13-21-23(16-3-11-20(28)12-4-16)27(24(21)30)19-9-7-18(26)8-10-19/h1-12,21-23,28-29H,13-14H2",0,ezetimibe,,no
315,axumin,fluciclovine f-18,fluciclovine f-18,no,[NH3+]C1(C(=O)[O-])CC(F)C1,"InChI=1S/C5H8FNO2/c6-3-1-5(7,2-3)4(8)9/h3H,1-2,7H2,(H,8,9)",0,fluciclovine f-18,,no
316,deferasirox,deferasirox,deferasirox,no,O=C([O-])c1ccc(-n2nc(-c3ccccc3[O-])nc2-c2ccccc2[O-])cc1,"InChI=1S/C21H15N3O4/c25-17-7-3-1-5-15(17)19-22-20(16-6-2-4-8-18(16)26)24(23-19)14-11-9-13(10-12-14)21(27)28/h1-12,25-26H,(H,27,28)/p-3",0,deferasirox,,CLINICAL PHARMACOLOGY
317,zypitamag,pitavastatin magnesium,pitavastatin,no,O=C([O-])CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,"InChI=1S/C25H24FNO4/c26-17-9-7-15(8-10-17)24-20-3-1-2-4-22(20)27-25(16-5-6-16)21(24)12-11-18(28)13-19(29)14-23(30)31/h1-4,7-12,16,18-19,28-29H,5-6,13-14H2,(H,30,31)/p-1",0,pitavastatin magnesium,,no
318,vitrakvi,larotrectinib,larotrectinib,no,O=C(Nc1cnn2ccc([NH+]3CCCC3c3cc(F)ccc3F)nc12)[NH+]1CCC(O)C1,"InChI=1S/C21H22F2N6O2/c22-13-3-4-16(23)15(10-13)18-2-1-7-28(18)19-6-9-29-20(26-19)17(11-24-29)25-21(31)27-8-5-14(30)12-27/h3-4,6,9-11,14,18,30H,1-2,5,7-8,12H2,(H,25,31)/p+2",0,larotrectinib,,CLINICAL PHARMACOLOGY
319,ismotic,isosorbide,isosorbide,no,OC1COC2C(O)COC12,"InChI=1S/C6H10O4/c7-3-1-9-6-4(8)2-10-5(3)6/h3-8H,1-2H2",0,isosorbide,,no
320,movantik,naloxegol oxalate,naloxegol oxalate,no,C=CC[NH+]1CCC23c4c5ccc([O-])c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,"InChI=1S/C34H53NO11/c1-3-9-35-10-8-33-30-26-4-5-27(36)31(30)46-32(33)28(6-7-34(33,37)29(35)25-26)45-24-23-44-22-21-43-20-19-42-18-17-41-16-15-40-14-13-39-12-11-38-2/h3-5,28-29,32,36-37H,1,6-25H2,2H3",0,naloxegol oxalate,,CLINICAL PHARMACOLOGY
321,ravicti,glycerol phenylbutyrate,glycerol phenylbutyrate,no,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,"InChI=1S/C33H38O6/c34-31(22-10-19-27-13-4-1-5-14-27)37-25-30(39-33(36)24-12-21-29-17-8-3-9-18-29)26-38-32(35)23-11-20-28-15-6-2-7-16-28/h1-9,13-18,30H,10-12,19-26H2",0,glycerol phenylbutyrate,,CLINICAL PHARMACOLOGY
322,pyrazinamide,pyrazinamide,pyrazinamide,no,NC(=O)c1cnccn1,"InChI=1S/C5H5N3O/c6-5(9)4-3-7-1-2-8-4/h1-3H,(H2,6,9)",0,pyrazinamide,,no
323,carglumic acid,carglumic acid,carglumic acid,no,NC(=O)NC(CCC(=O)[O-])C(=O)[O-],"InChI=1S/C6H10N2O5/c7-6(13)8-3(5(11)12)1-2-4(9)10/h3H,1-2H2,(H,9,10)(H,11,12)(H3,7,8,13)/p-2",0,carglumic acid,,CLINICAL PHARMACOLOGY
324,tenofovir disoproxil fumarate,tenofovir disoproxil fumarate,tenofovir disoproxil fumarate,no,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(=N)[n-]cnc21)OCOC(=O)OC(C)C,"InChI=1S/C19H29N5O10P/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24/h7-8,12-14H,6,9-11H2,1-5H3,(H-,20,21,22)/q-1",0,tenofovir disoproxil fumarate,,no
325,vemlidy,tenofovir alafenamide,tenofovir alafenamide fumarate,no,CC(C)OC(=O)C(C)[NH2+]P(=O)(COC(C)Cn1cnc2c(=N)[n-]cnc21)Oc1ccccc1,"InChI=1S/C21H28N6O5P/c1-14(2)31-21(28)16(4)26-33(29,32-17-8-6-5-7-9-17)13-30-15(3)10-27-12-25-18-19(22)23-11-24-20(18)27/h5-9,11-12,14-16H,10,13H2,1-4H3,(H2-,22,23,24,26,29)/q-1/p+1",0,tenofovir alafenamide,,CLINICAL PHARMACOLOGY
326,nurtec odt,rimegepant sulfate,rimegepant sulfate,no,[NH3+]C1c2cccnc2C(OC(=O)[NH+]2CCC(n3c(=O)[n-]c4ncccc43)CC2)CCC1c1cccc(F)c1F,"InChI=1S/C28H28F2N6O3/c29-20-6-1-4-17(23(20)30)18-8-9-22(25-19(24(18)31)5-2-12-32-25)39-28(38)35-14-10-16(11-15-35)36-21-7-3-13-33-26(21)34-27(36)37/h1-7,12-13,16,18,22,24H,8-11,14-15,31H2,(H,33,34,37)/p+1",0,rimegepant sulfate,,CLINICAL PHARMACOLOGY
