,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,DICT _ Concern
230,Ic1ccc(c(c1)F)Nc1c(F)c(F)ccc1C(=O)[NH+]1CC(C1)(O)C1CCCC[NH2+]1,C21H23F3IN3O2++,533.33,30,12,0.38,5,6,4,124.85,70.38,3.46,3.88,1.84,-2.88,4.71,2.2,-5.56,0.00148,2.77e-06,Moderately soluble,-5.06,0.00469,8.8e-06,Moderately soluble,-7.28,2.82e-05,5.28e-08,Poorly soluble,1,1,1,0,0,0,0,0,-6.8,1,1,0,0,0,0.55,0,1,2,3.73,most
231,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(c(c1)C(F)(F)F)C#N,C21H16F4N4O2S,464.44,32,12,0.24,5,7,1,118.45,108.53,2.92,3.61,4.8,3.0,4.92,3.85,-4.94,0.00532,1.14e-05,Moderately soluble,-5.58,0.00123,2.65e-06,Moderately soluble,-6.66,0.000101,2.18e-07,Poorly soluble,1,0,0,0,1,1,0,1,-6.57,0,0,0,0,0,0.55,0,1,2,3.17,most
232,[O-]C(=O)C[NH+](C(C(=O)[O-])COCc1ccccc1)CC[NH+](CC(=O)[O-])CC[NH+](CC(=O)[O-])CC(=O)[O-],C22H29N3O11--,511.48,36,6,0.5,20,11,3,116.21,223.2,1.28,-7.15,-12.18,-12.37,-1.15,-6.31,2.69,251000.0,490.0,Highly soluble,3.18,776000.0,1520.0,Highly soluble,-0.92,61.6,0.121,Soluble,0,0,1,0,0,0,0,0,-14.5,2,2,2,1,4,0.11,0,0,2,4.27,most
233,CNC(=O)c1ccccc1Sc1ccc2c(c1)n[n-]c2C=Cc1ccccn1,C22H17N4OS-,385.46,28,21,0.05,6,4,1,111.79,93.07,2.61,4.17,4.05,3.12,4.8,3.75,-5.02,0.00372,9.64e-06,Moderately soluble,-5.83,0.000566,1.47e-06,Moderately soluble,-8.09,3.1e-06,8.05e-09,Poorly soluble,1,0,0,1,1,1,1,1,-5.69,0,0,0,0,0,0.56,0,0,2,3.08,most
234,CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,C21H16ClF3N4O3,464.82,32,18,0.1,9,7,3,112.48,92.35,3.42,4.07,6.32,2.91,3.78,4.1,-5.11,0.00362,7.79e-06,Moderately soluble,-5.71,0.000898,1.93e-06,Moderately soluble,-8.6,1.16e-06,2.5e-09,Poorly soluble,0,0,0,1,1,1,1,1,-6.25,0,1,0,1,0,0.55,0,0,3,2.87,most
235,OCC1OC(C(C1O)O)N1CNC2C1[N-]C(NC2=N)n1ncc(c1)C(=O)NC,C15H23N8O5-,395.39,28,5,0.67,5,10,7,107.57,167.99,-0.52,-3.38,-5.2,-2.59,-4.57,-3.25,0.04,429.0,1.09,Highly soluble,0.43,1060.0,2.68,Highly soluble,0.46,1130.0,2.85,Soluble,0,0,0,0,0,0,0,0,-11.11,2,1,1,1,3,0.17,0,1,1,5.22,most
236,CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CC[NH+](C)C,C14H22N3O2S+,296.41,20,9,0.43,6,3,3,83.38,74.78,1.57,1.11,0.83,-3.22,1.71,0.4,-2.31,1.44,0.00485,Soluble,-2.27,1.58,0.00533,Soluble,-4.96,0.00322,1.09e-05,Moderately soluble,1,0,0,0,0,0,0,0,-7.32,0,0,0,0,0,0.55,0,0,0,2.6,most
237,COc1cc2c(ccnc2cc1OC)Oc1ccc(c(c1)Cl)NC(=O)N=c1[n-]oc(c1)C,C22H18ClN4O5-,453.86,32,21,0.14,7,8,1,117.65,108.07,3.71,3.91,4.5,2.58,4.6,3.86,-5.14,0.00328,7.23e-06,Moderately soluble,-5.88,0.000601,1.32e-06,Moderately soluble,-8.5,1.44e-06,3.18e-09,Poorly soluble,1,0,0,1,1,1,0,1,-6.29,0,0,0,0,0,0.56,0,0,2,3.76,most
238,ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCO)c1ccccc1,C24H23ClO2,378.89,27,18,0.17,8,2,1,113.17,29.46,3.8,6.47,5.65,4.9,6.32,5.42,-6.23,0.000223,5.88e-07,Poorly soluble,-6.88,4.95e-05,1.31e-07,Poorly soluble,-8.86,5.22e-07,1.38e-09,Poorly soluble,1,1,1,1,1,0,1,1,-4.02,1,1,0,0,1,0.55,0,2,3,3.04,most
239,CC#CCn1c(nc2c1c(=O)n(Cc1nc(C)c3c(n1)cccc3)c(=O)n2C)N1CCCC(C1)[NH3+],C25H29N8O2+,473.55,35,19,0.4,4,5,1,140.59,118.48,3.84,1.91,0.13,-1.48,1.56,1.19,-4.12,0.0362,7.64e-05,Moderately soluble,-4.02,0.0451,9.52e-05,Moderately soluble,-4.99,0.0048,1.01e-05,Moderately soluble,1,0,1,0,0,1,0,1,-7.83,0,1,0,0,0,0.55,0,1,1,4.44,most
240,COc1ccc(cc1)C(=O)Nc1ccccc1CCC1CCCC[NH+]1C,C22H29N2O2+,353.48,26,12,0.41,7,2,2,111.42,42.77,3.92,4.29,2.38,-0.38,4.09,2.86,-4.61,0.0086,2.43e-05,Moderately soluble,-4.9,0.00444,1.26e-05,Moderately soluble,-6.69,7.18e-05,2.03e-07,Poorly soluble,1,1,0,0,1,0,0,0,-5.41,0,0,0,0,0,0.55,0,0,2,3.28,most
241,CC(CN=c1[n-]c(=Nc2ccnc(c2)C(F)(F)F)nc([n-]1)c1cccc(n1)C(F)(F)F)(O)C,C19H15F6N7O--,471.36,33,18,0.32,6,14,1,100.62,109.4,2.98,2.65,4.7,2.08,5.8,3.64,-4.44,0.0171,3.63e-05,Moderately soluble,-4.6,0.0119,2.52e-05,Moderately soluble,-7.95,5.29e-06,1.12e-08,Poorly soluble,1,0,0,1,0,1,0,1,-7.29,0,0,0,0,1,0.56,0,0,1,3.44,most
242,COc1nc2ccc(cc2cc1C(C(c1cccc2c1cccc2)(CC[NH+](C)C)O)c1ccccc1)Br,C32H32BrN2O2+,556.51,37,26,0.22,8,3,2,156.61,46.79,4.75,7.21,5.61,1.4,7.18,5.23,-7.82,8.33e-06,1.5e-08,Poorly soluble,-8.02,5.37e-06,9.65e-09,Poorly soluble,-11.59,1.44e-09,2.59e-12,Insoluble,1,1,1,1,1,0,0,0,-4.58,1,3,0,0,1,0.55,0,0,3,4.43,most
243,O=C1[NH+](COP(=O)(=O)O)C(=O)NC1(c1ccccc1)c1ccccc1,C16H15N2O6P+,362.27,25,12,0.12,5,7,3,93.9,148.35,-6.79,0.48,-0.3,-1.96,0.86,-1.54,-2.41,1.4,0.00386,Soluble,-3.16,0.248,0.000684,Soluble,-4.34,0.0164,4.54e-05,Moderately soluble,0,0,1,0,0,0,0,0,-8.17,0,0,1,1,0,0.55,0,2,1,2.94,most
244,ClCC[NH+](C(=O)Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2OP(=O)(=O)O)C)CCCl,C23H32Cl2NO6P+,520.38,33,6,0.7,9,7,2,128.44,128.48,-5.69,2.82,4.32,0.2,3.87,1.1,-4.38,0.0215,4.14e-05,Moderately soluble,-5.18,0.00347,6.67e-06,Moderately soluble,-5.66,0.00113,2.18e-06,Moderately soluble,0,0,1,0,0,0,0,0,-7.47,1,1,0,0,0,0.55,0,2,2,5.15,most
245,O=C(C1C(=O)c2ccccc2S(=O)(=O)[NH+]1C)N=c1[n-]cc(s1)C,C14H13N3O4S2,351.4,23,11,0.21,2,6,1,87.51,134.59,1.11,1.87,-0.39,-3.07,2.61,0.43,-3.42,0.134,0.000381,Soluble,-4.32,0.0169,4.81e-05,Moderately soluble,-4.02,0.0338,9.62e-05,Moderately soluble,1,0,0,0,0,0,0,0,-7.12,0,0,0,1,0,0.55,0,1,1,4.0,most
246,Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CC[NH+](CC1)CC[NH+]1CCNC1=O,C24H28ClFN4O++,442.96,31,15,0.38,5,3,3,135.1,42.91,3.92,4.07,1.07,-3.23,3.96,1.96,-5.18,0.00294,6.63e-06,Moderately soluble,-4.68,0.00935,2.11e-05,Moderately soluble,-7.17,3.03e-05,6.84e-08,Poorly soluble,1,1,1,0,0,0,0,0,-6.11,0,1,0,0,0,0.55,0,0,2,3.9,most
247,[O-]C(=O)C(C(c1ccc(c(c1)[O-])[O-])O)[NH3+],C9H9NO5--,211.17,15,6,0.22,3,5,2,46.24,134.12,0.43,-3.23,-1.96,-4.54,-0.82,-2.02,0.79,1300.0,6.13,Highly soluble,0.98,2040.0,9.64,Highly soluble,0.21,341.0,1.61,Soluble,0,0,0,0,0,0,0,0,-9.88,0,1,0,1,1,0.56,0,0,1,2.25,most
248,OCC[NH+](CCCC(N=c1cc[n-]c2c1ccc(c2)Cl)C)CC,C18H26ClN3O,335.87,23,10,0.5,8,3,2,97.48,49.92,3.61,3.13,1.42,-1.68,4.83,2.26,-3.69,0.0689,0.000205,Soluble,-3.85,0.0477,0.000142,Soluble,-6.35,0.00015,4.46e-07,Poorly soluble,1,1,0,0,0,0,0,0,-6.13,0,0,0,0,0,0.55,0,0,1,3.57,most
249,CCCCC(CCC(OS(=O)(=O)[O-])CC(C)C)CC,C14H29O4S-,293.44,19,0,1.0,11,4,0,79.18,74.81,3.27,5.12,4.96,3.07,2.86,3.85,-4.16,0.0204,6.94e-05,Moderately soluble,-6.44,0.000108,3.67e-07,Poorly soluble,-3.49,0.0947,0.000323,Soluble,1,0,1,0,1,1,0,0,-4.45,0,0,1,0,1,0.85,0,2,2,4.02,most
250,COc1cc2nccc(c2cc1C(=O)N)Oc1ccc(c(c1)Cl)NC(=O)NC1CC1,C21H19ClN4O4,426.85,30,16,0.19,8,5,3,112.86,115.57,2.68,2.75,3.82,1.84,2.7,2.76,-4.09,0.035,8.21e-05,Moderately soluble,-4.83,0.00629,1.47e-05,Moderately soluble,-6.84,6.16e-05,1.44e-07,Poorly soluble,1,0,1,1,1,1,1,1,-6.95,0,0,0,0,0,0.55,0,0,2,2.88,most
251,C[NH+](CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1)NS(=O)(=O)C,C19H28N3O5S2+,442.57,29,12,0.37,11,5,3,117.34,122.77,2.4,1.82,2.35,-2.89,0.88,0.91,-3.31,0.216,0.000489,Soluble,-4.02,0.0425,9.59e-05,Moderately soluble,-6.61,0.000109,2.45e-07,Poorly soluble,1,0,1,0,0,0,0,0,-7.71,0,0,1,0,0,0.55,0,0,2,3.17,most
252,CCCCCCCCCCCCCCOS(=O)(=O)[O-],C14H29O4S-,293.44,19,0,1.0,14,4,0,79.18,74.81,3.31,5.83,5.25,3.07,3.37,4.17,-4.41,0.0115,3.91e-05,Moderately soluble,-7.17,1.97e-05,6.73e-08,Poorly soluble,-4.61,0.00717,2.44e-05,Moderately soluble,1,0,0,0,0,1,0,0,-3.95,0,0,1,0,1,0.85,0,2,2,3.31,most
253,CCCCCCC(=O)OC1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(=O)C2,C26H40O3,400.59,29,0,0.85,7,3,0,119.13,43.37,4.39,6.04,6.4,4.94,6.01,5.56,-5.67,0.000863,2.15e-06,Moderately soluble,-6.73,7.46e-05,1.86e-07,Poorly soluble,-6.09,0.000329,8.2e-07,Poorly soluble,1,0,0,0,0,1,0,0,-4.46,1,1,0,1,1,0.55,0,1,2,5.42,most
254,N#Cc1cnn2c1c(cc(c2)OCC(O)(C)C)c1ccc(nc1)N1CC2CC(C1)[NH+]2Cc1ccc(nc1)OC,C29H32N7O3+,526.61,39,21,0.38,8,7,2,153.94,113.24,4.32,2.5,0.95,-2.34,2.42,1.57,-4.55,0.0148,2.82e-05,Moderately soluble,-4.52,0.0158,3e-05,Moderately soluble,-6.77,8.9e-05,1.69e-07,Poorly soluble,1,0,1,0,0,1,0,1,-7.74,1,3,0,0,0,0.55,0,0,2,5.78,most
255,[O-]C(=O)Cc1ccc(n1C)C(=O)c1ccc(cc1)C,C15H14NO3-,256.28,19,11,0.2,4,3,0,70.14,62.13,2.1,2.79,0.86,1.24,2.63,1.92,-3.35,0.114,0.000446,Soluble,-3.75,0.0455,0.000177,Soluble,-3.81,0.0402,0.000157,Soluble,1,1,0,1,0,0,0,0,-5.88,0,0,0,0,0,0.85,0,0,0,2.23,most
256,COCC(=O)OC1(CC[NH+](CCCc2[n-]c3c(n2)cccc3)C)CCc2c(C1C(C)C)ccc(c2)F,C29H38FN3O3,495.63,36,15,0.52,12,6,1,141.19,65.75,3.93,5.76,3.9,0.17,6.63,4.08,-6.06,0.000434,8.75e-07,Poorly soluble,-6.91,6.11e-05,1.23e-07,Poorly soluble,-9.19,3.18e-07,6.41e-10,Poorly soluble,1,1,1,0,1,1,0,1,-5.23,0,3,1,0,1,0.55,0,0,3,4.91,most
257,CCCCC(=O)OC1CCC2C1(C)CCC1C2CCc2c1ccc(c2)[O-],C23H31O3-,355.49,26,6,0.7,5,3,0,103.29,49.36,3.8,5.95,5.79,4.49,4.85,4.98,-5.63,0.000827,2.33e-06,Moderately soluble,-6.76,6.15e-05,1.73e-07,Poorly soluble,-5.57,0.000955,2.69e-06,Moderately soluble,1,1,0,0,1,1,1,0,-4.24,1,1,0,0,1,0.85,0,0,2,4.12,most
258,COCCc1ccc(cc1)OCC(C[NH2+]C(C)C)O,C15H26NO3+,268.37,19,6,0.6,9,3,2,77.86,55.3,3.22,1.88,0.59,-2.22,2.74,1.24,-2.33,1.26,0.0047,Soluble,-2.66,0.583,0.00217,Soluble,-4.23,0.0157,5.83e-05,Moderately soluble,1,0,0,0,0,0,0,0,-6.6,0,0,0,0,0,0.55,0,0,1,2.71,most
259,COCC(C(=O)NCc1ccccc1)NC(=O)C,C13H18N2O3,250.29,18,6,0.38,8,3,2,67.34,67.43,1.73,0.27,0.3,0.48,1.39,0.83,-1.28,13.1,0.0524,Very soluble,-1.25,14.2,0.0566,Very soluble,-3.78,0.0419,0.000167,Soluble,1,0,0,0,0,0,0,0,-7.64,0,0,0,0,0,0.55,0,0,1,2.27,most
260,O=C(OC1CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C)CCC1CCCC1,C27H40O3,412.6,30,0,0.85,5,3,0,121.82,43.37,4.24,6.38,6.4,5.14,5.75,5.58,-6.09,0.000337,8.17e-07,Poorly soluble,-7.08,3.41e-05,8.27e-08,Poorly soluble,-5.63,0.000965,2.34e-06,Moderately soluble,1,0,0,0,0,1,0,0,-4.29,1,1,0,1,1,0.55,0,0,2,5.33,most
261,[O-]c1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,C18H23O2-,271.37,20,6,0.67,0,2,1,79.14,43.29,2.61,4.01,4.05,3.53,3.25,3.49,-4.27,0.0145,5.36e-05,Moderately soluble,-4.62,0.00649,2.39e-05,Moderately soluble,-3.75,0.0484,0.000178,Soluble,1,1,1,0,0,0,1,0,-5.11,0,0,0,0,0,0.85,0,0,1,3.45,most
262,ClCCC(=C(c1ccccc1)c1ccc(cc1)OCC[NH+](C)C)c1ccccc1,C26H29ClNO+,406.97,29,18,0.23,9,1,1,125.78,13.67,4.46,7.2,4.8,1.62,6.5,4.92,-6.76,7e-05,1.72e-07,Poorly soluble,-7.31,1.99e-05,4.9e-08,Poorly soluble,-9.52,1.22e-07,2.99e-10,Poorly soluble,1,1,1,1,1,0,0,0,-3.67,0,0,0,0,1,0.55,0,2,3,3.22,most
263,Fc1cc(F)c(cc1CC(CC(=O)[NH+]1CCn2c(C1)nnc2C(F)(F)F)[NH3+])F,C16H17F6N5O++,409.33,28,11,0.44,6,10,2,89.47,79.86,2.27,0.7,1.76,-4.44,3.08,0.68,-2.71,0.792,0.00193,Soluble,-1.95,4.54,0.0111,Very soluble,-4.81,0.00635,1.55e-05,Moderately soluble,1,0,1,0,0,0,0,0,-8.3,0,0,0,0,0,0.55,0,1,1,3.57,most
264,[O-]c1occ(c1c1ccccc1)c1ccc(cc1)S(=O)(=O)C,C17H13O4S-,313.35,22,17,0.06,3,4,0,82.81,78.72,2.21,3.46,5.24,2.45,3.29,3.33,-4.34,0.0144,4.61e-05,Moderately soluble,-4.79,0.00503,1.6e-05,Moderately soluble,-6.37,0.000135,4.32e-07,Poorly soluble,1,0,0,1,1,1,0,0,-5.75,0,0,0,0,0,0.56,0,0,0,2.98,most
265,O=C1CCC2(C(=CCC3C2CCC2(C3CCC2C(=O)C)C)C1)C,C21H30O2,314.46,23,0,0.81,1,2,0,94.01,34.14,2.97,3.87,4.72,3.95,4.49,4.0,-4.16,0.0217,6.89e-05,Moderately soluble,-4.28,0.0164,5.2e-05,Moderately soluble,-4.38,0.013,4.15e-05,Moderately soluble,1,1,0,0,1,0,0,0,-5.47,0,0,0,0,0,0.55,0,1,1,5.18,most
266,O=C1OCC(N1)Cc1ccc2c(c1)c(CC[NH+](C)C)c[nH]2,C16H22N3O2+,288.36,21,9,0.44,5,2,3,87.5,58.56,2.42,2.17,0.13,-2.23,2.77,1.05,-2.98,0.3,0.00104,Soluble,-3.03,0.267,0.000927,Soluble,-4.88,0.00377,1.31e-05,Moderately soluble,1,0,1,0,0,0,0,0,-6.52,0,0,0,0,0,0.55,0,0,0,2.92,most
267,COC(=O)NC(C(C)(C)C)C(=O)[N-]N(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,C38H51N6O7-,703.85,51,18,0.45,22,10,4,194.32,159.19,4.16,5.6,4.84,2.16,4.11,4.18,-6.54,0.000203,2.88e-07,Poorly soluble,-8.71,1.39e-06,1.97e-09,Poorly soluble,-9.46,2.46e-07,3.5e-10,Poorly soluble,0,0,1,0,0,0,0,1,-6.62,2,3,2,1,4,0.11,0,1,3,6.2,most
268,Fc1cccc(c1)COc1ccc(cc1Cl)N=c1nc[n-]c2c1cc(cc2)c1ccc(o1)C[NH2+]CCS(=O)(=O)C,C29H26ClFN4O4S,581.06,40,27,0.17,10,8,1,152.79,119.64,3.58,4.24,5.36,-0.44,6.95,3.94,-5.95,0.000647,1.11e-06,Moderately soluble,-6.46,0.0002,3.44e-07,Poorly soluble,-12.49,1.9e-10,3.27e-13,Insoluble,0,0,0,0,1,1,0,0,-6.83,1,2,0,0,0,0.55,0,0,3,4.26,most
269,CO[N-]C(=O)Nc1ccc(cc1)c1sc2c(c1C[NH+](C)C)c(=O)n(c(=O)n2Cc1c(F)cccc1F)c1ccc(nn1)OC,C29H27F2N7O5S,623.63,44,27,0.21,11,10,2,162.74,150.02,3.81,3.19,3.62,0.19,4.05,2.97,-5.44,0.00224,3.6e-06,Moderately soluble,-6.01,0.000607,9.73e-07,Poorly soluble,-9.02,5.96e-07,9.55e-10,Poorly soluble,0,0,1,0,0,1,0,1,-7.84,2,3,2,1,2,0.17,0,1,2,4.61,most
270,COc1ccc2c(c1)ccc(c2)C(C(=O)[O-])C,C14H13O3-,229.25,17,10,0.21,3,3,0,64.85,49.36,2.06,3.34,1.7,2.57,2.9,2.51,-3.6,0.0572,0.00025,Soluble,-4.05,0.0203,8.84e-05,Moderately soluble,-4.02,0.022,9.62e-05,Moderately soluble,1,1,0,1,0,0,0,0,-5.33,0,0,0,0,0,0.85,0,0,1,1.82,most
271,[O-]C(=O)C(Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)[O-])[NH3+],C15H10I4NO4-,775.86,24,12,0.13,5,4,1,122.33,100.06,2.85,2.36,2.94,0.88,5.56,2.92,-6.18,0.000516,6.65e-07,Poorly soluble,-4.1,0.0614,7.92e-05,Moderately soluble,-6.79,0.000127,1.64e-07,Poorly soluble,1,0,0,0,0,0,0,0,-9.36,1,1,0,0,1,0.56,0,1,1,2.94,most
272,CC(=O)Nc1cccc(c1)n1c(=O)n(C2CC2)c(=O)c2c1c(C)c(=O)n(c2Nc1ccc(cc1F)I)C,C26H23FIN5O4,615.39,37,22,0.23,6,5,2,149.59,107.13,3.66,3.43,4.11,4.61,3.95,3.95,-5.86,0.000849,1.38e-06,Moderately soluble,-5.36,0.00268,4.36e-06,Moderately soluble,-7.96,6.83e-06,1.11e-08,Poorly soluble,1,0,0,0,1,1,0,1,-7.62,2,2,0,0,1,0.17,0,1,1,3.99,most
273,COc1ccc2c(c1)ccc(c2)CCC(=O)C,C15H16O2,228.29,17,10,0.27,4,2,0,70.03,26.3,2.74,3.08,3.37,2.9,4.06,3.23,-3.37,0.098,0.000429,Soluble,-3.3,0.115,0.000502,Soluble,-5.35,0.00101,4.44e-06,Moderately soluble,1,1,0,1,1,0,1,0,-5.51,0,0,0,0,0,0.55,0,0,1,1.34,most
274,N#CCC(n1ncc(c1)c1ncnc2c1cc[nH]2)C1CCCC1,C17H18N6,306.37,23,14,0.41,4,4,1,87.66,83.18,2.32,2.12,3.47,1.36,2.74,2.4,-3.26,0.168,0.000548,Soluble,-3.5,0.0973,0.000318,Soluble,-4.75,0.00544,1.77e-05,Moderately soluble,1,0,1,1,1,1,1,1,-6.66,0,0,0,0,0,0.55,0,0,0,3.16,most
275,CC(=O)Nc1c(I)c(NC(=O)C)c(c(c1I)C(=O)[O-])I,C11H8I3N2O4-,612.91,20,6,0.18,5,4,2,98.24,98.33,1.56,1.75,1.4,2.75,3.48,2.19,-4.63,0.0142,2.32e-05,Moderately soluble,-3.43,0.227,0.00037,Soluble,-5.08,0.00515,8.39e-06,Moderately soluble,1,0,0,0,1,0,0,1,-8.8,1,1,0,0,1,0.56,0,1,1,2.42,most
276,OCCO[N-]C(=O)c1cc2n(C)cnc2c(c1Nc1ccc(cc1F)Br)F,C17H14BrF2N4O3-,440.22,27,15,0.18,7,7,2,98.76,76.38,2.67,3.06,4.64,2.85,2.64,3.17,-4.45,0.0158,3.58e-05,Moderately soluble,-4.33,0.0206,4.67e-05,Moderately soluble,-6.31,0.000215,4.88e-07,Poorly soluble,1,0,0,1,1,1,1,1,-6.81,0,0,0,0,0,0.56,0,1,1,3.17,most
277,CC[N+](c1cccc(c1)[O-])(C)C,C10H15NO,165.23,12,6,0.4,2,2,0,50.77,23.06,-3.17,-3.17,2.42,-1.58,-1.16,-1.33,0.89,1300.0,7.85,Highly soluble,3.25,297000.0,1790.0,Highly soluble,-3.44,0.0605,0.000366,Soluble,1,1,1,0,0,0,0,0,-9.56,0,0,0,0,2,0.55,0,1,1,1.22,most
278,Cn1cnc2c1c(=O)n(C)c(=O)n2C,C8H10N4O2,194.19,14,9,0.38,0,3,0,52.04,61.82,1.79,-0.07,-1.03,-0.59,-0.5,-0.08,-1.48,6.5,0.0335,Very soluble,-0.78,32.5,0.167,Very soluble,-0.67,41.5,0.214,Soluble,1,0,0,0,0,0,0,0,-7.53,0,1,0,0,1,0.55,0,0,1,2.03,most
279,CSc1nc2c([n-]1)cc(c(c2)Cl)Oc1cccc(c1Cl)Cl,C14H8Cl3N2OS-,358.65,21,15,0.07,3,3,0,88.33,60.31,2.83,5.74,5.67,4.28,5.52,4.81,-6.01,0.00035,9.76e-07,Poorly soluble,-6.77,6.03e-05,1.68e-07,Poorly soluble,-7.47,1.22e-05,3.4e-08,Poorly soluble,1,0,0,0,1,1,0,0,-4.41,1,1,0,0,1,0.85,0,0,2,2.33,most
280,CSc1ccc(cc1)OCc1ncc(n1C)[N+](=O)[O-],C12H13N3O3S,279.31,19,11,0.25,5,4,0,75.01,98.17,1.88,2.5,2.48,1.38,0.22,1.69,-3.25,0.159,0.000569,Soluble,-4.21,0.0173,6.21e-05,Moderately soluble,-3.33,0.129,0.000462,Soluble,1,0,0,1,1,0,0,0,-6.23,0,0,0,0,0,0.55,0,2,0,2.64,most
281,OC(c1cc([O-])cc(c1)[O-])C[NH2+]C(C)(C)C,C12H18NO3-,224.28,16,6,0.5,4,3,2,60.97,82.96,1.83,0.9,1.05,-2.74,1.23,0.45,-1.81,3.47,0.0155,Very soluble,-2.23,1.33,0.00593,Soluble,-2.4,0.903,0.00403,Soluble,1,0,0,0,0,0,0,0,-7.03,0,0,0,0,0,0.56,0,0,1,2.1,most
282,C[NH+](C(=O)C1CC2C(N1C1CCCC1)NC(=Nc1ccc(cn1)N1CC[NH2+]CC1)[N-]C2)C,C23H37N8O+,441.59,32,6,0.7,5,6,3,145.55,81.88,2.5,1.13,-2.84,-5.93,0.34,-0.96,-3.1,0.352,0.000797,Soluble,-2.44,1.59,0.0036,Soluble,-4.07,0.038,8.61e-05,Moderately soluble,0,0,1,0,0,0,0,0,-8.19,0,2,0,0,0,0.55,0,1,1,5.37,most
283,COc1cc2c(cc1[O-])CC[NH2+]C12CSC2c3c(OC(=O)C)c(C)c4c(c3C(COC1=O)[NH+]1C2C2c3c(cc(c(c3[O-])OC)C)CC([NH+]2C)C1O)OCO4,C39H44N3O11S+,762.85,54,18,0.49,4,11,4,206.67,206.66,4.67,3.38,-1.79,-9.47,3.01,-0.04,-6.68,0.000159,2.08e-07,Poorly soluble,-7.4,3.05e-05,3.99e-08,Poorly soluble,-7.08,6.39e-05,8.38e-08,Poorly soluble,0,0,1,0,0,0,0,0,-8.55,2,4,1,1,4,0.17,0,1,1,8.56,most
284,C[NH2+]C1Cc2c(CC1)[nH]c1c2cc(cc1)C(=O)N,C14H18N3O+,244.31,18,9,0.36,2,1,3,72.69,75.49,1.78,1.25,0.32,-2.45,2.31,0.64,-2.38,1.02,0.00417,Soluble,-2.43,0.9,0.00368,Soluble,-4.2,0.0155,6.35e-05,Moderately soluble,1,0,1,1,0,0,0,0,-6.9,0,0,0,0,0,0.55,1,0,1,2.75,most
285,N#Cc1ccc(c(c1)F)C1CCc2n1cnc2,C13H10FN3,227.24,17,11,0.23,1,3,0,60.31,41.61,2.01,1.89,2.85,1.64,2.59,2.2,-2.85,0.319,0.0014,Soluble,-2.39,0.934,0.00411,Soluble,-3.9,0.0287,0.000126,Soluble,1,1,1,0,0,0,0,0,-6.34,0,0,0,0,0,0.55,0,0,1,2.85,most
286,[O-]C(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,C14H10Cl2NO2-,295.14,19,12,0.07,3,2,1,75.99,52.16,2.64,5.16,3.41,3.0,3.87,3.62,-5.19,0.00191,6.46e-06,Moderately soluble,-6.0,0.000294,9.97e-07,Poorly soluble,-5.95,0.000331,1.12e-06,Moderately soluble,1,1,0,1,1,1,0,0,-4.44,0,0,0,0,1,0.85,0,0,1,2.14,most
287,COc1cc2c(cc1OCC1CC[NH+](CC1)C)nc[n-]c2=Nc1ccc(cc1F)Br,C22H24BrFN4O2,475.35,30,16,0.36,5,6,1,121.87,61.04,3.95,4.06,2.68,0.1,5.41,3.24,-5.41,0.00185,3.89e-06,Moderately soluble,-5.05,0.00427,8.99e-06,Moderately soluble,-8.03,4.43e-06,9.31e-09,Poorly soluble,1,1,1,1,0,1,0,0,-6.32,0,0,0,0,0,0.55,0,0,2,4.33,most
